Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster
4121,810.12,2,2022-02-14,1066,0
4128,418.67,1,2025-01-07,8,0
4145,756.0,1,2021-11-03,1169,0
4155,1978.0,2,2023-03-07,680,0
4157,1022.4,1,2016-05-02,3180,1
4158,1112.5,1,2022-02-14,1066,0
4171,1538.1,3,2021-08-30,1234,0
4175,740.52,2,2022-01-25,1086,0
4178,1386.0,2,2024-10-22,85,0
4199,1028.3,1,2021-11-16,1156,0
4208,1861.1,1,2024-12-03,43,0
4220,217.0,1,2023-03-07,680,0
4226,1338.84,1,2021-11-19,1153,0
4228,1022.2,1,2021-11-19,1153,0
4231,344.0,1,2021-11-19,1153,0
4236,1816.8,3,2022-10-06,832,0
4250,361.0,1,2021-11-25,1147,0
4259,2674.6,5,2024-09-19,118,0
4265,2727.0,3,2023-01-04,742,0
4268,486.64,2,2022-07-21,909,0
4270,7477.01,7,2024-10-10,97,3
4271,7412.799999999999,11,2024-12-16,30,2
4274,1817.4,4,2021-12-10,1132,0
4276,791.4200000000001,2,2021-12-03,1139,0
4278,627.75,3,2023-03-07,680,0
4281,6497.849999999999,4,2020-12-18,1489,3
4283,574.37,2,2022-02-04,1076,0
4304,299.08000000000004,2,2023-03-03,684,0
4312,327.0,1,2021-12-15,1127,0
4315,4030.5,2,2021-12-17,1125,0
4318,250.0,1,2021-12-16,1126,0
4369,551.9200000000001,2,2024-11-25,51,0
4380,206.0,1,2024-08-30,138,0
4384,3679.6000000000004,5,2023-04-19,637,3
4385,737.72,2,2023-02-27,688,0
4395,4864.95,10,2025-01-02,13,3
4413,1400.175,5,2023-03-29,658,0
4435,487.84,1,2022-01-25,1086,0
4443,1161.0,3,2023-04-14,642,0
4444,3790.3999999999996,4,2023-01-27,719,3
4463,6339.61,20,2024-11-18,58,2
4480,1140.6599999999999,5,2024-11-15,61,0
4490,7328.7,14,2024-07-31,168,2
4498,915.0,3,2022-02-02,1078,0
4506,2366.2799999999997,5,2023-03-01,686,0
4518,3157.2,3,2024-10-09,98,0
4519,6151.5599999999995,3,2023-02-07,708,3
4524,1517.07,6,2024-10-28,79,0
4542,559.1,1,2022-02-16,1064,0
4546,568.88,2,2022-02-15,1065,0
4551,3225.75,2,2023-01-12,734,0
4556,362.0,1,2022-02-16,1064,0
4563,437.0,1,2022-03-15,1037,0
4565,2003.65,2,2022-12-06,771,0
4586,733.5,2,2019-02-19,2157,1
4594,508.5,1,2022-02-25,1055,0
4596,1901.15,1,2022-03-23,1029,0
4598,12386.130000000001,9,2025-01-09,6,2
4612,399.9,1,2022-03-01,1051,0
4626,440.62,3,2022-07-22,908,0
4640,1973.03,1,2023-01-27,719,0
4676,7057.6,1,2022-03-16,1036,3
4695,211.5,1,2023-03-20,667,0
4713,518.0,1,2022-03-29,1023,0
4726,769.84,3,2022-04-07,1014,0
4792,1073.78,2,2022-09-05,863,0
4803,331.5,1,2023-04-21,635,0
4817,355.0,1,2022-12-14,763,0
4881,387.5,1,2023-02-22,693,0
4914,1340.4,4,2023-03-14,673,0
4915,1683.95,5,2024-10-16,91,0
4921,507.9,2,2022-05-16,975,0
4933,1562.65,4,2022-04-08,1013,0
4969,436.6,2,2025-01-02,13,0
4995,1523.3,6,2023-05-24,602,0
4996,3329.5,3,2022-07-22,908,0
5026,334.5,1,2022-04-21,1000,0
5047,704.1,3,2025-01-10,5,0
5062,1727.58,3,2023-02-28,687,0
5073,306.5,1,2022-05-02,989,0
5092,368.55,1,2022-05-06,985,0
5096,5689.8099999999995,6,2023-04-11,645,3
5112,1291.84,4,2022-06-14,946,0
5119,546.0,1,2022-05-13,978,0
5123,289.0,2,2022-05-19,972,0
5124,1724.5,3,2024-10-22,85,0
5125,49.9,1,2022-05-30,961,0
5148,671.5,2,2022-05-30,961,0
5155,422.2,1,2022-05-23,968,0
5156,1907.9499999999998,8,2023-01-30,716,3
5166,309.5,1,2022-06-20,940,0
5169,199.2,1,2022-05-25,966,0
5195,631.69,2,2024-12-09,37,0
5244,709.4,1,2024-11-14,62,0
5257,3915.7999999999997,4,2025-01-08,7,0
5263,1349.96,1,2022-06-23,937,0
5279,120.0,1,2022-06-22,938,0
5295,611.84,1,2022-07-21,909,0
5304,593.2,1,2023-03-14,673,0
5313,247.5,1,2022-06-30,930,0
5330,712.0,1,2022-07-04,926,0
5338,10391.14,5,2024-11-18,58,3
5339,279.76,1,2023-03-06,681,0
5374,1990.2,1,2022-07-20,910,0
5379,1426.0,5,2023-06-01,594,0
5390,3360.4,1,2023-01-05,741,0
5399,496.8,1,2022-08-29,870,0
5444,281.18,1,2022-08-18,881,0
5450,8870.04,1,2022-08-19,880,3
5451,1290.8200000000002,3,2024-09-26,111,0
5471,360.0,1,2022-08-26,873,0
5487,996.0,1,2022-08-31,868,0
5495,754.5,1,2022-09-02,866,0
5504,726.3,2,2024-12-17,29,0
5514,480.0,1,2022-09-23,845,0
5524,421.75,1,2024-09-20,117,0
5551,200.0,1,2022-09-19,849,0
5561,709.0,1,2022-11-18,789,0
5569,956.5,2,2024-09-12,125,0
5584,223.2,1,2022-09-27,841,0
5593,504.0,1,2022-10-03,835,0
5603,4648.2,7,2024-12-05,41,3
5607,2702.5,1,2022-09-30,838,0
5620,9815.06,8,2025-01-10,5,2
5628,2435.1,8,2024-07-19,180,3
5640,300.0,1,2022-10-10,828,0
5658,481.5,1,2024-09-19,118,0
5662,1562.88,1,2022-10-14,824,0
5693,273.12,1,2024-10-29,78,0
5712,1064.44,1,2022-10-25,813,0
5719,741.0,2,2025-01-07,8,0
5725,593.35,3,2024-11-08,68,0
5729,297.6,1,2022-10-27,811,0
5797,215.36,1,2016-12-21,2947,1
5828,254.0,1,2022-11-14,793,0
5839,217.25,1,2025-01-09,6,0
5841,679.5,2,2024-10-17,90,0
5843,565.0,1,2022-11-18,789,0
5849,220.52,1,2022-11-21,786,0
5892,87.74,1,2023-03-16,671,0
5993,3734.61,5,2024-11-15,61,3
6053,995.12,2,2024-12-13,33,0
6054,13427.3,8,2024-12-16,30,2
6078,920.39,2,2023-01-31,715,0
6091,49.9,1,2023-02-22,693,0
6122,435.0,1,2023-02-07,708,0
6257,1633.46,2,2024-07-25,174,0
6297,344.5,1,2023-02-16,699,0
6298,2759.4,4,2024-09-27,110,0
6304,1278.76,6,2023-04-14,642,0
6338,49.9,1,2023-03-10,677,0
6345,244.68,1,2023-03-17,670,0
6348,301.0,1,2024-07-23,176,0
6376,1434.7,5,2024-11-13,63,0
6378,1763.6,1,2023-03-07,680,0
6379,1468.5500000000002,5,2023-05-09,617,0
6422,346.79999999999995,2,2024-10-04,103,0
6454,1230.0,2,2023-03-24,663,0
6473,49.9,1,2023-03-29,658,0
6483,570.86,2,2024-11-07,69,0
6532,1676.7800000000002,6,2024-11-28,48,0
6553,2390.5,4,2024-11-15,61,0
6555,219.48,1,2023-04-24,632,0
6587,190.5,1,2023-04-28,628,0
6602,304.0,1,2023-05-03,623,0
6603,8699.39,2,2023-05-26,600,3
6607,239.5,1,2023-05-10,616,0
6677,1874.6000000000001,3,2024-11-06,70,0
6678,8859.5,2,2023-05-25,601,3
6721,1800.32,4,2019-09-25,1939,1
6787,2238.16,1,2024-12-17,29,0
6803,762.0,2,2024-10-30,77,0
6818,1210.5,4,2024-12-12,34,0
6826,2724.4,5,2025-01-16,-1,0
6862,226.5,1,2024-11-14,62,0
6869,352.98,1,2024-10-11,96,0
6998,371.0,1,2024-11-19,57,0
7002,207.9,1,2024-07-18,181,0
7021,599.0,1,2025-01-16,-1,0
7052,2800.0,4,2024-09-03,134,0
7075,2159.25,2,2024-09-20,117,0
7155,405.4,1,2024-10-21,86,0
7164,794.22,1,2024-10-23,84,0
7170,788.72,2,2024-09-05,132,0
7198,756.41,2,2024-12-02,44,0
7212,1202.5,2,2024-08-01,167,0
7343,4049.55,1,2024-10-04,103,0
7352,1740.0,1,2024-09-17,120,0
7531,942.0,2,2024-12-05,41,0
7534,149.75,1,2024-07-19,180,0
7540,706.6,1,2024-10-01,106,0
7650,1284.5,1,2024-10-14,93,0
7677,2008.0,2,2024-10-04,103,0
7835,235.0,1,2024-07-24,175,0
7845,1928.0,2,2024-08-29,139,0
7944,321.5,1,2024-11-22,54,0
7984,1926.4,2,2024-10-21,86,0
8019,329.2,1,2024-10-08,99,0
8142,477.25,2,2024-10-07,100,0
8168,1323.1,1,2024-10-14,93,0
8304,760.4,1,2024-09-27,110,0
8335,392.6,1,2024-11-18,58,0
8482,1549.0,1,2024-10-29,78,0
8555,1289.0,1,2024-07-26,173,0
8567,889.5,1,2024-07-31,168,0
8569,757.5,1,2024-08-19,149,0
8571,1021.5999999999999,2,2024-11-26,50,0
8599,218.0,1,2024-08-19,149,0
8607,729.5,1,2024-12-13,33,0
8642,1064.1999999999998,4,2025-01-10,5,0
8653,688.5,2,2024-09-02,135,0
8656,273.75,1,2024-12-19,27,0
8677,2875.0,1,2025-01-09,6,0
8690,750.1600000000001,2,2024-10-16,91,0
8704,841.5,1,2024-10-14,93,0
8707,1018.9,1,2024-10-10,97,0
8712,222.0,1,2024-11-27,49,0
8713,661.0,1,2024-10-03,104,0
8727,495.8,1,2024-09-27,110,0
8728,258.56,1,2024-10-14,93,0
8738,363.0,2,2024-10-09,98,0
8745,322.22,2,2024-12-20,26,0
8747,280.48,1,2024-10-28,79,0
8779,662.75,1,2024-10-17,90,0
8810,1750.5,1,2024-10-29,78,0
8812,374.25,1,2024-10-24,83,0
8824,553.0,1,2024-11-04,72,0
